frame,matches,cx,cy,tl_x,tl_y,tr_x,tr_y,bl_x,bl_y,br_x,br_y,kcx,kcy,ktl_x,ktl_y,ktr_x,ktr_y,kbl_x,kbl_y,kbr_x,kbr_y
105,147,314.72922,229.13602,373.36414,350.20193,259.17752,325.52106,377.65942,121.450195,267.5362,131.36472,314.1543,234.63701,371.12766,357.7954,259.31876,327.94458,377.8074,127.85647,266.70935,131.73589
106,155,314.0217,228.4772,371.68463,340.52496,255.1205,329.34103,376.15106,123.54968,261.37183,125.82574,314.5744,234.8694,371.13983,355.9246,257.07776,329.1418,378.73596,131.1653,265.04407,128.51933
107,143,313.54877,227.36705,372.89984,345.87466,255.57123,326.6707,375.4703,122.77521,264.03745,128.1745,314.76947,234.42435,371.4624,355.08994,255.55661,329.33905,379.06958,132.82675,264.3429,126.74166
108,147,312.34598,226.00378,369.65704,347.4162,256.61267,324.24127,376.3997,114.57027,268.43738,132.6511,314.6918,233.8407,370.936,354.90323,254.17546,329.02835,379.79346,132.89067,264.71423,125.906876
109,152,307.37784,187.50731,344.07837,167.05461,343.9241,159.03357,333.6892,167.04332,375.05533,149.82005,325.4612,210.34213,363.64716,306.1339,276.65085,284.3969,368.6845,145.69778,293.68262,130.34775
110,161,308.07916,224.61436,372.9629,344.256,247.047,327.67856,371.51172,118.983734,255.19608,126.776024,322.58176,212.07956,365.08664,310.85333,269.98074,290.67722,368.9532,143.7844,286.50253,127.95414
111,153,304.8501,225.33612,368.73544,335.20053,240.40883,334.81982,367.21524,120.87615,243.03934,118.691895,318.33807,214.98091,365.6744,315.25922,262.3507,300.51935,368.29285,139.75337,275.90564,124.79351
112,152,304.35754,226.23964,374.4077,339.52518,241.8619,334.95975,367.4875,117.982445,242.72275,126.24061,314.9557,217.09657,367.558,319.2821,256.23694,308.19604,367.69952,136.44482,267.07812,123.78713
113,150,303.35385,226.902,374.35205,340.27042,241.97614,333.9598,366.7349,117.94088,241.36726,127.60516,312.08463,219.12563,369.12476,323.55103,252.12999,314.2456,367.26318,132.8446,260.31924,124.05163
114,151,302.8656,227.85004,375.98203,340.68167,242.53049,335.82117,364.8871,118.46809,240.73581,131.66556,309.50064,220.95447,370.82993,326.89636,248.41176,319.7943,366.32962,130.33835,254.0967,124.942665
115,153,303.10025,228.41872,376.45023,341.15747,245.04434,335.83652,363.9181,117.53651,241.33884,133.18973,307.40442,222.67172,372.39017,330.02405,246.1298,324.46707,365.3665,127.78094,249.22789,126.263115
116,145,302.7339,228.04297,376.32407,339.24313,242.88916,339.48392,361.81345,119.65731,238.25397,130.30267,305.74268,224.05118,373.58853,332.20584,244.10315,328.96017,364.17255,126.06262,244.94164,126.82137
117,146,302.3541,227.74077,375.58215,336.09576,241.92642,339.0336,361.8498,119.79288,235.6409,128.7158,304.36295,225.10825,374.36838,333.2793,242.38306,332.42215,363.24683,124.6586,241.04845,126.969025
118,145,301.994,227.50363,375.23056,332.87747,241.24371,340.63217,361.23795,118.83357,231.79378,126.182785,303.226,225.90321,374.89087,333.4346,240.97824,335.4698,362.4027,123.288864,237.23364,126.57383
119,143,300.18427,227.34145,374.24173,331.22125,239.73335,341.32462,358.99362,118.1364,227.53224,125.11687,301.84613,226.5466,375.13245,333.21085,239.41895,338.2802,361.1769,121.945305,232.97484,125.99636
120,148,299.58984,227.02585,373.42706,328.3712,237.22377,343.04807,358.24063,119.56743,224.48953,123.625916,300.59576,226.99786,375.12308,332.3616,237.64645,340.95404,359.98892,121.1005,228.80807,125.19229
121,150,297.73267,227.4306,375.90344,337.02353,240.02666,338.50452,357.13736,114.841255,228.43803,129.9827,299.21872,227.3767,375.59525,333.4707,236.9194,342.0336,358.80066,119.38709,226.40652,125.92102
122,142,296.2031,227.7491,374.34644,336.80643,237.37526,343.0518,354.08942,116.02959,226.28317,129.86647,297.9516,227.69759,375.58377,334.3205,236.0782,343.47046,357.32196,118.30501,224.55487,126.58046
123,155,295.46564,227.98538,371.5173,332.76175,237.21736,342.63,353.22632,116.05107,222.85893,127.646324,296.59875,228.05508,375.0017,334.24152,235.19308,344.79633,355.7643,117.30127,221.9809,126.68337
124,146,294.36942,227.50008,383.85452,347.7063,239.64449,336.0041,357.316,104.571495,231.01585,142.12595,294.92996,228.31842,377.27625,337.60614,234.7914,344.699,355.11533,113.64384,221.14613,130.09164
125,140,293.56808,226.64696,369.62692,331.867,232.667,346.27637,350.32547,116.868675,219.93414,124.466446,293.6419,228.24207,375.91153,336.83112,233.25241,346.40332,353.21912,113.475136,218.73111,129.06049
126,149,291.92838,226.27837,371.6094,338.1314,233.70207,338.52292,353.17807,109.99379,222.91692,129.10068,292.2227,228.08238,375.10718,337.5519,232.27371,345.88834,352.31723,111.81778,217.58868,129.20462
127,155,290.49023,226.4805,364.48077,331.69443,229.64978,341.7517,351.15414,113.255356,218.34003,123.559456,290.96985,227.86575,372.71765,336.55545,230.77692,345.87256,351.30957,111.39205,216.09236,128.00143
128,150,288.56372,226.23318,362.9227,332.29974,227.57175,342.1851,349.145,112.76884,217.35597,124.33919,289.53867,227.62004,370.32516,335.81458,229.11284,345.87054,350.06247,110.98992,214.75237,127.14895
129,145,287.31747,226.42323,360.85596,335.91547,228.41933,335.8923,350.84912,110.0837,219.15288,124.61109,288.15213,227.47195,367.84265,335.9719,227.99994,344.34952,349.47592,110.12821,214.21252,126.487015
130,148,286.33252,225.94043,362.2407,338.77863,221.89735,338.9889,351.29523,113.6276,217.63374,123.493675,286.8144,227.21754,366.05838,336.73047,225.69289,343.6586,349.1521,110.24722,213.57132,125.67983
131,141,286.10715,225.66066,357.81927,335.43927,218.83781,341.29022,351.99487,114.005936,217.21954,119.86028,285.55408,226.87592,363.43054,336.65555,222.90065,343.56076,349.01523,110.43829,212.88954,124.11861
132,157,286.28253,224.24477,358.55313,339.51154,217.87015,335.76358,356.52585,111.32115,221.60933,120.75013,284.71094,226.3173,361.4547,337.47687,220.49113,342.11752,350.0963,110.1292,213.61299,123.00482
133,162,286.16077,223.12332,351.9853,334.72003,211.84691,338.51538,355.5507,116.844475,220.04895,110.65858,284.10437,225.41724,358.3693,337.07028,217.21307,341.44376,350.90564,111.197975,214.07259,119.78583
134,159,285.14584,223.21718,346.1347,336.98184,209.92291,334.3719,359.93643,114.13308,224.90431,110.4399,283.5262,224.75633,354.54572,337.19827,214.16895,339.9084,352.65582,111.57291,215.71678,117.03899
135,154,282.96695,223.27342,347.09232,347.51495,207.88084,328.81323,362.85666,112.43422,227.66158,115.72726,282.56497,224.40558,351.55685,339.6588,211.21558,337.32483,354.856,111.54519,217.84029,115.911674
136,152,280.7171,224.57454,339.5943,342.38916,201.59256,331.7177,360.33475,118.14653,223.64667,109.94734,281.22885,224.20395,347.14755,340.7047,207.1222,335.65427,356.27112,112.84152,218.8519,113.575485
137,145,278.30246,225.44295,332.38266,341.18164,194.4582,332.60672,359.71445,122.70401,222.14832,104.79581,279.57138,224.19164,341.64166,341.31302,201.95212,334.39667,357.39062,115.13579,219.45967,110.35323
138,149,275.73495,225.29095,331.88165,352.73108,189.2947,331.08533,361.00592,122.23187,225.5962,111.023895,277.74835,224.36282,337.39902,344.40137,196.94537,333.11874,358.5603,116.9819,220.82988,109.38964
139,149,274.302,226.3401,321.5171,342.28265,185.86984,330.67014,359.74222,126.789986,222.70392,99.094376,276.15613,224.61374,331.83453,344.52368,192.33888,332.04428,359.19223,119.524216,221.32225,106.05818
140,154,273.20163,226.59612,318.36188,345.58365,182.22377,326.3638,365.56873,126.54405,225.41347,100.10918,274.5437,225.01184,326.43002,345.34634,187.65204,330.17407,361.03152,121.63815,222.35239,103.46886
141,169,272.75735,226.23172,320.10336,355.79056,182.20769,321.59372,368.5467,126.59815,229.82965,108.21365,273.0513,225.39977,322.34885,348.29922,183.80403,327.5322,363.26193,123.43793,224.23056,103.15833
142,160,273.60303,225.72588,317.87952,359.11487,177.2641,323.9276,366.9078,131.79103,234.28848,106.69569,272.1124,225.53596,318.82248,351.4554,179.86888,325.91284,364.7129,126.00876,226.78905,102.791855
143,171,274.90964,224.58847,314.66705,358.42807,177.02533,319.83838,370.01492,133.18571,239.25415,103.90825,271.5281,225.38675,314.71747,354.2356,176.07233,323.44666,366.79025,128.72623,230.29315,101.75744
144,158,276.16562,223.51405,311.33527,353.2474,176.58244,315.5368,374.27414,133.98032,242.09744,97.10956,271.71927,224.96832,311.42087,355.0776,173.68365,320.70816,369.25238,130.88991,233.70825,99.73367
145,151,276.92596,223.0277,311.18533,361.62082,179.11526,310.78552,379.26047,132.34846,247.5587,103.473915,271.9605,224.5307,308.11728,357.90552,171.84659,316.9871,372.7572,132.59245,238.20093,99.26561
146,171,277.72803,222.73993,309.67938,358.81723,172.93947,312.4628,378.03107,137.934,249.05249,99.79981,272.63892,224.00052,305.7071,359.38306,169.58398,314.49573,375.2244,135.03706,242.1409,98.336
147,153,278.46896,221.74669,308.84064,357.94586,174.31471,307.6949,383.58817,136.07664,251.97183,102.07082,273.51282,223.32587,303.7371,360.31763,168.23164,311.3734,378.53458,136.59232,246.09724,98.18304
148,148,279.06137,220.16626,304.413,348.61923,167.96593,307.38098,381.1414,141.04858,253.38216,89.02644,274.48996,222.30286,300.93826,358.8608,165.52226,308.48718,380.92523,139.1868,250.00983,94.89538
149,164,278.62518,219.22241,302.43405,364.21506,174.26227,297.9531,387.1313,138.43143,259.17377,99.68168,275.30585,221.28438,298.6555,361.1199,165.2862,304.0605,384.10596,140.47987,254.38962,94.87598
150,166,277.16727,218.83076,299.0252,355.13348,161.80809,302.79166,381.81836,143.65535,257.0393,92.11217,275.7036,220.45483,296.98334,360.47,163.03723,302.33588,384.80627,142.19585,256.60342,93.51983
151,166,275.2868,218.24112,294.93045,364.09238,165.11464,297.36505,386.02246,139.74284,259.20886,97.52312,275.6233,219.53928,294.14716,362.1582,161.4928,299.21777,386.68915,143.02199,259.43155,93.421936
152,158,274.48914,217.59602,294.12247,377.3154,170.22664,288.34976,395.7132,136.41693,261.09262,107.250374,275.41754,218.80539,292.63107,366.0448,162.15504,295.54446,389.67624,142.42184,261.22684,95.84939
153,169,272.72028,217.38734,287.3217,364.01877,162.52737,288.03528,392.7311,141.47308,261.20596,99.95323,274.90332,217.97955,289.4505,366.7003,160.75337,291.9365,391.8958,143.20363,263.17804,96.24301
154,161,271.14386,216.63287,282.172,357.75922,151.26941,289.8855,385.56873,147.68501,261.34467,88.79021,274.12003,217.05983,285.62408,365.81567,157.12859,289.26956,392.1774,145.19737,264.79987,94.16964
155,152,269.22717,216.17532,278.4658,367.97775,154.2559,283.47833,388.6584,147.28,261.91586,93.092926,273.06226,216.44035,282.4551,366.8835,155.30565,286.47714,392.4995,146.40685,265.57053,93.52458
156,159,268.295,215.54398,274.8971,359.5725,146.1953,283.85175,386.40524,150.42812,262.73358,90.11301,271.91302,215.61711,278.42737,366.17908,151.6337,283.66296,392.54395,148.36003,266.75653,92.20053
157,167,267.41248,214.81677,269.25308,357.74844,145.92131,278.8632,389.7089,151.29971,265.99744,90.369965,270.61188,214.66757,273.2172,365.0622,148.0114,279.78476,393.34296,150.4539,268.6534,90.9768
158,171,267.33105,213.09879,265.7759,359.15326,141.74841,275.17593,388.7044,154.03748,268.84772,88.14114,269.585,213.74162,269.112,364.12112,144.81189,276.65097,393.2563,152.34698,270.1599,89.71659
159,169,267.57562,211.58029,261.59274,351.1444,139.23288,270.37842,388.54523,157.06508,273.28268,82.92226,268.672,212.44725,263.96768,361.34317,140.99495,272.30756,393.24683,154.98143,272.81604,87.19855
160,181,267.15976,210.03795,255.91191,365.47046,143.01564,262.88956,394.33017,156.82585,275.76468,93.532555,267.86438,211.2834,259.2562,362.30203,139.41776,267.68936,394.27573,156.70407,275.08344,87.870926
161,181,266.29575,209.73001,252.60197,351.98676,136.15611,260.83224,390.40704,161.88557,278.57898,84.08104,267.15125,210.2911,255.05777,359.95734,136.86848,263.78714,394.08,159.09114,277.3499,86.372246
162,165,264.72537,208.94298,243.95158,348.14508,121.13725,261.57675,381.2755,167.0456,284.67865,76.5389,266.2323,209.23138,249.4701,357.03323,131.20601,260.63528,391.76923,162.33156,280.69876,83.33341
163,178,265.48953,208.49632,240.66121,360.1194,136.51569,250.10695,396.69684,167.05426,284.54932,93.183556,265.49576,208.51144,244.27309,357.3076,130.14426,255.59743,393.2622,164.9511,283.3465,84.66815
164,174,266.23016,208.21886,236.83577,347.7153,131.92424,244.9371,395.44055,173.75409,292.43942,84.74588,265.31876,207.9814,240.16367,354.92685,128.94145,251.15956,394.08478,168.0908,286.70428,84.15831
165,172,267.2457,208.58688,232.10805,344.69617,129.23567,239.27931,395.8395,180.82304,299.0906,85.98777,265.24673,207.405,234.37917,351.91287,126.64688,244.98534,395.0641,173.0696,291.84396,83.78589
166,166,268.93225,209.56218,227.5601,342.17444,130.12479,232.53111,399.95554,188.72337,308.04657,84.83745,265.79102,207.45284,230.1922,349.15665,125.89236,239.80467,396.5452,178.07161,297.11603,83.53799
167,171,269.83392,209.23126,220.9595,342.3896,131.20776,225.8344,399.9119,194.48788,314.53833,87.9806,266.34048,207.4147,224.83212,346.73495,125.33637,233.57431,397.86902,183.86237,303.31683,83.97153
168,166,270.19955,209.33557,215.43573,341.30594,136.43536,220.05592,407.77927,199.16656,318.15833,94.24806,266.81433,207.5554,219.12973,344.42056,126.16864,227.0229,400.7515,189.86746,309.43365,85.8081
169,173,271.0494,209.78098,202.32599,353.88028,140.25616,213.64363,412.04834,206.4948,320.5952,106.28761,267.2426,207.83588,211.55478,345.35086,127.99656,220.1978,404.2006,196.53893,315.06824,90.23466
170,175,269.9604,209.40195,203.64513,336.77878,128.0374,209.65038,399.1583,209.99057,329.2704,95.88248,267.84525,207.8186,206.27377,342.6158,127.1467,214.3783,404.06046,202.32227,321.07584,91.733665
171,166,269.1482,209.49454,198.90764,333.12726,128.94077,205.41055,400.704,214.14731,332.58353,98.21767,268.15027,207.88374,200.28276,339.27487,126.552414,208.01462,404.32098,208.61009,327.3763,93.6335
172,162,269.02426,210.29039,195.44241,330.8934,127.54295,199.3744,399.3202,221.17586,337.84015,97.86724,268.37186,208.18709,195.0184,336.03604,125.897156,201.8308,404.0369,215.09401,333.44724,95.14933
173,168,267.9729,211.33878,189.20903,332.5349,131.4069,197.39113,402.49146,225.92857,337.02838,105.422386,268.23566,208.7757,190.898,334.2621,126.51494,197.91478,404.20132,220.05527,336.85,97.80735
174,165,267.17557,212.09377,188.25508,325.24747,126.93934,194.24048,395.02396,229.19102,343.2323,103.38137,267.926,209.42543,185.16655,330.31393,125.76687,191.82149,402.89343,227.00249,342.98145,100.13244
175,168,266.2484,211.80922,184.52838,327.04437,127.29766,191.80353,396.5958,231.40666,340.1578,107.91357,267.37494,209.97812,180.9421,327.88065,125.4703,187.62093,401.84967,232.03235,346.12143,102.88889
176,168,265.55783,211.37663,183.52419,320.20932,123.45152,187.8662,392.21033,233.1497,347.00067,103.653465,266.64398,210.38428,177.11409,324.13623,124.31664,183.1177,399.82986,236.7698,350.38562,104.30507
177,159,265.255,211.12807,175.28548,325.12946,131.03752,185.80984,397.54803,236.93285,341.79834,114.43276,265.9392,210.66489,171.96872,322.1141,125.22779,178.91508,399.27805,241.63206,352.59558,108.19421
178,176,265.06757,211.4213,174.68904,319.10092,130.0011,180.95764,393.74612,241.30107,349.2083,111.46857,265.3424,210.94667,168.48332,319.37848,125.94587,175.2162,397.82828,245.79561,355.3356,110.49615
179,164,263.80768,210.75256,173.65112,312.7973,127.885185,175.8142,391.30817,244.39069,354.42163,108.48996,264.5793,210.97383,166.38867,316.068,126.13228,171.94725,396.05402,248.93213,357.98703,111.29009
180,163,262.01743,209.71568,163.22899,319.10992,130.47255,174.93019,394.86316,245.72923,345.01193,118.08399,263.6801,210.72653,162.6908,315.1063,126.936874,169.55823,395.47598,251.31175,357.51373,114.02551
181,161,260.7589,208.74733,160.87968,315.9013,129.32323,171.40436,390.97592,246.63672,347.6882,115.75818,262.65167,210.28615,159.1329,313.61096,127.35701,166.83687,394.0953,253.41481,357.64017,115.751686
182,154,259.70706,208.89195,157.90527,313.63046,130.09511,169.93611,390.4795,249.093,347.71738,118.60681,261.48166,209.90427,155.0146,311.6163,127.9199,163.84442,392.69904,256.08298,357.881,118.07875
183,168,258.94376,209.36882,152.83098,313.18567,133.1548,168.18446,393.04016,254.2007,347.7507,122.73814,260.41373,209.66342,150.79303,310.09766,129.1994,161.43759,392.18127,259.03534,357.6075,120.87537
184,163,258.61325,210.43755,154.56332,304.48776,125.84815,161.03125,381.76285,257.1543,357.89417,120.958885,259.58585,209.76607,148.98592,307.42645,128.50574,158.92474,389.28452,261.01346,359.06833,122.180145
185,160,257.06747,211.07349,149.6214,304.2955,126.46144,159.91208,382.28217,261.02344,355.32617,126.07494,258.5123,210.00409,146.30823,305.12103,128.0604,156.54108,386.95065,263.58646,359.7017,124.4779
186,159,256.2492,211.31165,151.63258,297.52533,123.35121,157.68271,377.11768,260.9528,359.54785,126.43702,257.43127,210.28366,144.81718,301.76947,126.956474,154.29533,383.8434,265.46698,361.04257,126.362236
187,160,257.3646,211.6794,144.55649,299.4048,129.18872,153.69743,377.17657,266.78992,360.4758,131.73366,256.86017,210.59431,142.44235,299.65887,127.35095,151.94801,381.39368,267.92957,362.13754,128.89067
188,169,257.70407,211.61862,137.27736,301.6623,135.56252,152.09985,380.7446,272.54398,358.57706,136.42322,256.4424,210.86159,138.77759,298.3653,129.14276,149.59128,380.08298,271.32983,362.63293,132.13043
189,164,257.04962,211.39679,139.044,294.7308,133.86668,147.89334,376.67963,274.02875,363.7017,136.3118,256.04855,211.04013,136.3186,295.90228,130.33487,146.90616,378.1748,274.315,364.0492,134.72679
190,165,256.26,210.68687,136.94258,291.8339,133.84805,144.39767,374.46317,275.6643,363.956,137.67252,255.74643,211.01137,134.75491,293.8701,131.24065,144.79088,376.56165,276.24777,364.83862,136.53412
191,160,255.77863,209.46715,135.3517,288.36896,135.49243,140.4607,373.5856,278.0451,365.44287,137.84587,255.25856,210.73596,132.46436,290.91068,132.46918,141.5243,374.6531,279.02924,366.12958,138.57578
192,170,254.89053,208.15466,136.18947,282.20255,132.4459,136.56209,369.92972,276.39484,370.5957,136.20767,254.69885,210.18356,130.96957,287.14923,132.85104,138.07983,372.3185,280.79077,368.25644,139.7735
193,154,254.26784,206.60234,131.21217,281.39685,135.67262,133.95164,369.9377,278.4709,367.03,138.28876,254.15266,209.34688,129.05823,284.08542,133.81645,135.00102,370.5616,282.28595,369.0759,140.91133
194,158,254.40431,205.04243,134.1808,273.87927,130.71698,128.34914,364.03278,273.97238,372.4891,137.65543,253.58272,208.17955,127.73659,279.19873,133.60243,130.51573,367.36246,282.85184,371.2587,141.99551
195,158,254.01018,203.05418,135.28372,271.3153,131.70285,124.77561,363.57507,274.1557,373.9538,134.3247,253.24403,206.83618,127.97955,275.70557,133.43382,127.30393,365.36615,282.2881,372.77734,141.34297
196,167,253.478,201.68196,131.14024,268.06738,131.34909,122.068535,360.89267,272.67334,373.87436,136.57211,252.78093,205.36568,127.17378,271.86423,133.22522,123.81371,362.97626,281.55585,374.12393,141.34859
197,171,252.65016,199.93254,124.73574,268.9725,137.97664,122.17617,365.31265,277.36606,367.56885,138.1222,252.23141,203.67082,125.07476,268.74594,134.52953,120.83626,361.91333,281.90067,373.84323,141.65479
198,169,251.6648,198.5564,129.50647,262.7708,133.0819,114.59505,359.0938,275.6528,376.19855,133.32362,251.55103,201.905,124.539955,264.93347,134.52902,116.853905,359.78598,281.62094,375.3914,140.6727
199,156,250.91312,197.18048,124.40213,261.1759,136.9541,120.378044,367.55554,276.8284,368.69818,137.81432,251.09996,200.38318,123.545,262.38834,135.24997,115.801796,360.42303,281.2559,374.66217,140.53976
200,176,249.89539,196.29433,124.83856,260.13748,132.67722,113.665726,358.65323,273.9894,371.86758,134.24803,250.16513,198.45992,122.16511,258.75302,135.06458,112.25832,358.42355,280.60315,375.07172,139.84448
201,163,249.10185,195.9284,101.82751,269.62985,139.10176,120.04898,368.68332,279.47296,349.37085,145.93793,249.63641,197.07689,116.150856,258.7945,136.26299,111.63552,359.5251,280.97095,369.85095,141.70668
202,157,249.20758,195.85922,125.082405,258.8859,133.02425,113.978676,360.07697,275.035,371.69943,133.886,249.07535,195.98143,116.62115,256.85614,135.83827,110.19271,358.7404,280.14462,370.38474,140.44183
203,162,249.79863,196.2272,120.49976,260.18442,133.44063,114.761986,359.80286,274.26627,368.03326,137.95491,248.75656,195.14497,116.00428,255.47446,135.55298,109.13095,357.99796,279.22552,370.0067,140.25446
204,145,249.01419,196.81956,124.13634,260.43857,129.90382,112.25633,358.02197,275.23752,371.24265,134.77551,248.32579,194.69424,116.58174,254.72401,134.44148,108.01461,357.12204,278.575,370.39038,139.28888
205,154,248.8097,197.10301,124.8004,259.5952,130.39508,112.864075,356.63266,274.8429,375.40836,133.53326,248.06122,194.64806,117.59628,254.5489,133.6057,107.84526,356.40674,277.88806,371.56583,138.15929
206,157,248.37537,197.17378,117.95772,261.54565,132.88033,115.72268,357.6846,275.30093,368.34158,138.1725,247.70543,194.48766,116.76712,254.44737,133.4135,107.952576,355.809,277.40707,371.09207,138.20105
207,178,247.91585,196.88795,118.77045,260.72675,131.8845,114.411964,357.19775,275.60776,368.96487,137.26682,247.46297,194.54657,116.581566,254.76889,133.05956,108.335655,355.52872,277.0489,370.75446,138.0314
208,151,246.8783,196.4851,125.03543,257.86264,125.7846,109.71026,352.46414,273.1663,375.87967,131.73398,246.84859,194.3554,117.59141,254.15681,131.40308,107.38937,354.08002,276.19574,371.97168,136.68481
209,152,246.38313,195.99413,116.1888,261.9338,128.44699,112.55169,356.39786,274.87152,365.52557,135.8689,246.34763,194.21382,116.68489,254.72119,130.49881,107.36939,353.76706,275.7993,370.76175,136.3736
